id	name	layer	head_shard	weight_id	orig_weight_size	new_weight_size	q_mode	q_wbits	q_gs	ws_pattern	ws_density	ws_storage	act_density	attn_pattern	attn_density
L8_V_S5	V	8	5	L8_WV_S5	2097152	2097152									
L8_K_S6	K	8	6	L8_WK_S6	2097152	2097152									
L8_V_S6	V	8	6	L8_WV_S6	2097152	2097152									
L8_K_S7	K	8	7	L8_WK_S7	2097152	2097152									
L8_V_S7	V	8	7	L8_WV_S7	2097152	2097152									
L8_K_write_S0	K_write	8	0	None	0	0									
L8_V_write_S0	V_write	8	0	None	0	0									
L8_K_write_S1	K_write	8	1	None	0	0									
L8_V_write_S1	V_write	8	1	None	0	0									
L8_K_write_S2	K_write	8	2	None	0	0									
L8_V_write_S2	V_write	8	2	None	0	0									
L8_K_write_S3	K_write	8	3	None	0	0									
L8_V_write_S3	V_write	8	3	None	0	0									
L8_K_write_S4	K_write	8	4	None	0	0									
L8_V_write_S4	V_write	8	4	None	0	0									
L8_K_write_S5	K_write	8	5	None	0	0									
L8_V_write_S5	V_write	8	5	None	0	0									
L8_K_write_S6	K_write	8	6	None	0	0									
L8_V_write_S6	V_write	8	6	None	0	0									
L8_K_write_S7	K_write	8	7	None	0	0									
L8_V_write_S7	V_write	8	7	None	0	0									
L8_Q_S0	Q	8	0	L8_WQ_S0	2097152	2097152									
L8_QK_S0	QK	8	0	None	0	0									
L8_Softmax_S0	Softmax	8	0	None	0	0									
L8_SV_S0	SV	8	0	None	0	0									
L8_O_S0	O	8	0	L8_WO_S0	2097152	2097152									
L8_Q_S1	Q	8	1	L8_WQ_S1	2097152	2097152									
L8_QK_S1	QK	8	1	None	0	0									
L8_Softmax_S1	Softmax	8	1	None	0	0									
L8_SV_S1	SV	8	1	None	0	0									
L8_O_S1	O	8	1	L8_WO_S1	2097152	2097152									
L8_Q_S2	Q	8	2	L8_WQ_S2	2097152	2097152									
L8_QK_S2	QK	8	2	None	0	0									
L8_Softmax_S2	Softmax	8	2	None	0	0									
L8_SV_S2	SV	8	2	None	0	0									
L8_O_S2	O	8	2	L8_WO_S2	2097152	2097152									
L8_Q_S3	Q	8	3	L8_WQ_S3	2097152	2097152									
L8_QK_S3	QK	8	3	None	0	0									
L8_Softmax_S3	Softmax	8	3	None	0	0									
L8_SV_S3	SV	8	3	None	0	0									
L8_O_S3	O	8	3	L8_WO_S3	2097152	2097152									
L8_Q_S4	Q	8	4	L8_WQ_S4	2097152	2097152									
L8_QK_S4	QK	8	4	None	0	0									
L8_Softmax_S4	Softmax	8	4	None	0	0									
L8_SV_S4	SV	8	4	None	0	0									
L8_O_S4	O	8	4	L8_WO_S4	2097152	2097152									
L8_Q_S5	Q	8	5	L8_WQ_S5	2097152	2097152									
L8_QK_S5	QK	8	5	None	0	0									
L8_Softmax_S5	Softmax	8	5	None	0	0									
L8_SV_S5	SV	8	5	None	0	0									
L8_O_S5	O	8	5	L8_WO_S5	2097152	2097152									
L8_Q_S6	Q	8	6	L8_WQ_S6	2097152	2097152									
L8_QK_S6	QK	8	6	None	0	0									
L8_Softmax_S6	Softmax	8	6	None	0	0									
L8_SV_S6	SV	8	6	None	0	0									
L8_O_S6	O	8	6	L8_WO_S6	2097152	2097152									
L8_Q_S7	Q	8	7	L8_WQ_S7	2097152	2097152									
L8_QK_S7	QK	8	7	None	0	0									
L8_Softmax_S7	Softmax	8	7	None	0	0									
L8_SV_S7	SV	8	7	None	0	0									
L8_O_S7	O	8	7	L8_WO_S7	2097152	2097152									
L8_O_allreduce	AllReduce	8	None	None	0	0									
L8_Add1	Add	8	None	None	0	0									
L8_LN2	LN	8	None	None	0	0									
L8_FFN_W1_S0	FFN_W1	8	None	L8_W1_S0	5636096	5636096									
L8_FFN_W3_S0	FFN_W3	8	None	L8_W3_S0	5636096	5636096									
L8_Act_S0	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S0	FFN_W2	8	None	L8_W2_S0	5636096	5636096									
L8_FFN_W1_S1	FFN_W1	8	None	L8_W1_S1	5636096	5636096									
L8_FFN_W3_S1	FFN_W3	8	None	L8_W3_S1	5636096	5636096									
L8_Act_S1	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S1	FFN_W2	8	None	L8_W2_S1	5636096	5636096									
L8_FFN_W1_S2	FFN_W1	8	None	L8_W1_S2	5636096	5636096									
L8_FFN_W3_S2	FFN_W3	8	None	L8_W3_S2	5636096	5636096									
L8_Act_S2	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S2	FFN_W2	8	None	L8_W2_S2	5636096	5636096									
L8_FFN_W1_S3	FFN_W1	8	None	L8_W1_S3	5636096	5636096									
L8_FFN_W3_S3	FFN_W3	8	None	L8_W3_S3	5636096	5636096									
L8_Act_S3	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S3	FFN_W2	8	None	L8_W2_S3	5636096	5636096									
L8_FFN_W1_S4	FFN_W1	8	None	L8_W1_S4	5636096	5636096									
L8_FFN_W3_S4	FFN_W3	8	None	L8_W3_S4	5636096	5636096									
L8_Act_S4	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S4	FFN_W2	8	None	L8_W2_S4	5636096	5636096									
L8_FFN_W1_S5	FFN_W1	8	None	L8_W1_S5	5636096	5636096									
L8_FFN_W3_S5	FFN_W3	8	None	L8_W3_S5	5636096	5636096									
L8_Act_S5	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S5	FFN_W2	8	None	L8_W2_S5	5636096	5636096									
L8_FFN_W1_S6	FFN_W1	8	None	L8_W1_S6	5636096	5636096									
L8_FFN_W3_S6	FFN_W3	8	None	L8_W3_S6	5636096	5636096									
L8_Act_S6	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S6	FFN_W2	8	None	L8_W2_S6	5636096	5636096									
L8_FFN_W1_S7	FFN_W1	8	None	L8_W1_S7	5636096	5636096									
L8_FFN_W3_S7	FFN_W3	8	None	L8_W3_S7	5636096	5636096									
L8_Act_S7	SwiGLU	8	None	None	0	0									
L8_FFN_W2_S7	FFN_W2	8	None	L8_W2_S7	5636096	5636096									
L8_FFN_allreduce	AllReduce	8	None	None	0	0									
L8_Add2	Add	8	None	None	0	0									
L9_LN1	LN	9	None	None	0	0									
L9_X	Identity	9	None	None	0	0									
L9_K_S0	K	9	0	L9_WK_S0	2097152	2097152									
L9_V_S0	V	9	0	L9_WV_S0	2097152	2097152									
L9_K_S1	K	9	1	L9_WK_S1	2097152	2097152									
L9_V_S1	V	9	1	L9_WV_S1	2097152	2097152									
L9_K_S2	K	9	2	L9_WK_S2	2097152	2097152									
L9_V_S2	V	9	2	L9_WV_S2	2097152	2097152									
L9_K_S3	K	9	3	L9_WK_S3	2097152	2097152									
L9_V_S3	V	9	3	L9_WV_S3	2097152	2097152									
L9_K_S4	K	9	4	L9_WK_S4	2097152	2097152									
L9_V_S4	V	9	4	L9_WV_S4	2097152	2097152									
L9_K_S5	K	9	5	L9_WK_S5	2097152	2097152									
L9_V_S5	V	9	5	L9_WV_S5	2097152	2097152									
L9_K_S6	K	9	6	L9_WK_S6	2097152	2097152									
L9_V_S6	V	9	6	L9_WV_S6	2097152	2097152									
L9_K_S7	K	9	7	L9_WK_S7	2097152	2097152									
L9_V_S7	V	9	7	L9_WV_S7	2097152	2097152									
L9_K_write_S0	K_write	9	0	None	0	0									
L9_V_write_S0	V_write	9	0	None	0	0									
L9_K_write_S1	K_write	9	1	None	0	0									
L9_V_write_S1	V_write	9	1	None	0	0									
L9_K_write_S2	K_write	9	2	None	0	0									
L9_V_write_S2	V_write	9	2	None	0	0									
L9_K_write_S3	K_write	9	3	None	0	0									
L9_V_write_S3	V_write	9	3	None	0	0									
L9_K_write_S4	K_write	9	4	None	0	0									
L9_V_write_S4	V_write	9	4	None	0	0									
L9_K_write_S5	K_write	9	5	None	0	0									
L9_V_write_S5	V_write	9	5	None	0	0									
L9_K_write_S6	K_write	9	6	None	0	0									
L9_V_write_S6	V_write	9	6	None	0	0									
L9_K_write_S7	K_write	9	7	None	0	0									
L9_V_write_S7	V_write	9	7	None	0	0									
L9_Q_S0	Q	9	0	L9_WQ_S0	2097152	2097152									
L9_QK_S0	QK	9	0	None	0	0									
L9_Softmax_S0	Softmax	9	0	None	0	0									
L9_SV_S0	SV	9	0	None	0	0									
L9_O_S0	O	9	0	L9_WO_S0	2097152	2097152									
L9_Q_S1	Q	9	1	L9_WQ_S1	2097152	2097152									
L9_QK_S1	QK	9	1	None	0	0									
L9_Softmax_S1	Softmax	9	1	None	0	0									
L9_SV_S1	SV	9	1	None	0	0									
L9_O_S1	O	9	1	L9_WO_S1	2097152	2097152									
L9_Q_S2	Q	9	2	L9_WQ_S2	2097152	2097152									
L9_QK_S2	QK	9	2	None	0	0									
L9_Softmax_S2	Softmax	9	2	None	0	0									
L9_SV_S2	SV	9	2	None	0	0									
L9_O_S2	O	9	2	L9_WO_S2	2097152	2097152									
L9_Q_S3	Q	9	3	L9_WQ_S3	2097152	2097152									
L9_QK_S3	QK	9	3	None	0	0									
L9_Softmax_S3	Softmax	9	3	None	0	0									
L9_SV_S3	SV	9	3	None	0	0									
L9_O_S3	O	9	3	L9_WO_S3	2097152	2097152									
L9_Q_S4	Q	9	4	L9_WQ_S4	2097152	2097152									
L9_QK_S4	QK	9	4	None	0	0									
L9_Softmax_S4	Softmax	9	4	None	0	0									
L9_SV_S4	SV	9	4	None	0	0									
L9_O_S4	O	9	4	L9_WO_S4	2097152	2097152									
L9_Q_S5	Q	9	5	L9_WQ_S5	2097152	2097152									
L9_QK_S5	QK	9	5	None	0	0									
L9_Softmax_S5	Softmax	9	5	None	0	0									
L9_SV_S5	SV	9	5	None	0	0									
L9_O_S5	O	9	5	L9_WO_S5	2097152	2097152									
L9_Q_S6	Q	9	6	L9_WQ_S6	2097152	2097152									
L9_QK_S6	QK	9	6	None	0	0									
L9_Softmax_S6	Softmax	9	6	None	0	0									
L9_SV_S6	SV	9	6	None	0	0									
L9_O_S6	O	9	6	L9_WO_S6	2097152	2097152									
L9_Q_S7	Q	9	7	L9_WQ_S7	2097152	2097152									
L9_QK_S7	QK	9	7	None	0	0									
L9_Softmax_S7	Softmax	9	7	None	0	0									
L9_SV_S7	SV	9	7	None	0	0									
L9_O_S7	O	9	7	L9_WO_S7	2097152	2097152									
L9_O_allreduce	AllReduce	9	None	None	0	0									
L9_Add1	Add	9	None	None	0	0									
L9_LN2	LN	9	None	None	0	0									
L9_FFN_W1_S0	FFN_W1	9	None	L9_W1_S0	5636096	5636096									
L9_FFN_W3_S0	FFN_W3	9	None	L9_W3_S0	5636096	5636096									
L9_Act_S0	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S0	FFN_W2	9	None	L9_W2_S0	5636096	5636096									
L9_FFN_W1_S1	FFN_W1	9	None	L9_W1_S1	5636096	5636096									
L9_FFN_W3_S1	FFN_W3	9	None	L9_W3_S1	5636096	5636096									
L9_Act_S1	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S1	FFN_W2	9	None	L9_W2_S1	5636096	5636096									
L9_FFN_W1_S2	FFN_W1	9	None	L9_W1_S2	5636096	5636096									
L9_FFN_W3_S2	FFN_W3	9	None	L9_W3_S2	5636096	5636096									
L9_Act_S2	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S2	FFN_W2	9	None	L9_W2_S2	5636096	5636096									
L9_FFN_W1_S3	FFN_W1	9	None	L9_W1_S3	5636096	5636096									
L9_FFN_W3_S3	FFN_W3	9	None	L9_W3_S3	5636096	5636096									
L9_Act_S3	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S3	FFN_W2	9	None	L9_W2_S3	5636096	5636096									
L9_FFN_W1_S4	FFN_W1	9	None	L9_W1_S4	5636096	5636096									
L9_FFN_W3_S4	FFN_W3	9	None	L9_W3_S4	5636096	5636096									
L9_Act_S4	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S4	FFN_W2	9	None	L9_W2_S4	5636096	5636096									
L9_FFN_W1_S5	FFN_W1	9	None	L9_W1_S5	5636096	5636096									
L9_FFN_W3_S5	FFN_W3	9	None	L9_W3_S5	5636096	5636096									
L9_Act_S5	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S5	FFN_W2	9	None	L9_W2_S5	5636096	5636096									
L9_FFN_W1_S6	FFN_W1	9	None	L9_W1_S6	5636096	5636096									
L9_FFN_W3_S6	FFN_W3	9	None	L9_W3_S6	5636096	5636096									
L9_Act_S6	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S6	FFN_W2	9	None	L9_W2_S6	5636096	5636096									
L9_FFN_W1_S7	FFN_W1	9	None	L9_W1_S7	5636096	5636096									
L9_FFN_W3_S7	FFN_W3	9	None	L9_W3_S7	5636096	5636096									
L9_Act_S7	SwiGLU	9	None	None	0	0									
L9_FFN_W2_S7	FFN_W2	9	None	L9_W2_S7	5636096	5636096									
L9_FFN_allreduce	AllReduce	9	None	None	0	0									
L9_Add2	Add	9	None	None	0	0									
L10_LN1	LN	10	None	None	0	0									
L10_X	Identity	10	None	None	0	0									
L10_K_S0	K	10	0	L10_WK_S0	2097152	2097152									
L10_V_S0	V	10	0	L10_WV_S0	2097152	2097152									
L10_K_S1	K	10	1	L10_WK_S1	2097152	2097152									
L10_V_S1	V	10	1	L10_WV_S1	2097152	2097152									
L10_K_S2	K	10	2	L10_WK_S2	2097152	2097152									
L10_V_S2	V	10	2	L10_WV_S2	2097152	2097152									
L10_K_S3	K	10	3	L10_WK_S3	2097152	2097152									
L10_V_S3	V	10	3	L10_WV_S3	2097152	2097152									
L10_K_S4	K	10	4	L10_WK_S4	2097152	2097152									
L10_V_S4	V	10	4	L10_WV_S4	2097152	2097152									
L10_K_S5	K	10	5	L10_WK_S5	2097152	2097152									
L10_V_S5	V	10	5	L10_WV_S5	2097152	2097152									
L10_K_S6	K	10	6	L10_WK_S6	2097152	2097152									
L10_V_S6	V	10	6	L10_WV_S6	2097152	2097152									
L10_K_S7	K	10	7	L10_WK_S7	2097152	2097152									
L10_V_S7	V	10	7	L10_WV_S7	2097152	2097152									
L10_K_write_S0	K_write	10	0	None	0	0									
L10_V_write_S0	V_write	10	0	None	0	0									
L10_K_write_S1	K_write	10	1	None	0	0									
L10_V_write_S1	V_write	10	1	None	0	0									
L10_K_write_S2	K_write	10	2	None	0	0									
L10_V_write_S2	V_write	10	2	None	0	0									
L10_K_write_S3	K_write	10	3	None	0	0									
L10_V_write_S3	V_write	10	3	None	0	0									
L10_K_write_S4	K_write	10	4	None	0	0									
L10_V_write_S4	V_write	10	4	None	0	0									
L10_K_write_S5	K_write	10	5	None	0	0									
L10_V_write_S5	V_write	10	5	None	0	0									
L10_K_write_S6	K_write	10	6	None	0	0									
L10_V_write_S6	V_write	10	6	None	0	0									
L10_K_write_S7	K_write	10	7	None	0	0									
L10_V_write_S7	V_write	10	7	None	0	0									
L10_Q_S0	Q	10	0	L10_WQ_S0	2097152	2097152									
L10_QK_S0	QK	10	0	None	0	0									
L10_Softmax_S0	Softmax	10	0	None	0	0									
L10_SV_S0	SV	10	0	None	0	0									
L10_O_S0	O	10	0	L10_WO_S0	2097152	2097152									
L10_Q_S1	Q	10	1	L10_WQ_S1	2097152	2097152									
L10_QK_S1	QK	10	1	None	0	0									
L10_Softmax_S1	Softmax	10	1	None	0	0									
L10_SV_S1	SV	10	1	None	0	0									
L10_O_S1	O	10	1	L10_WO_S1	2097152	2097152									
L10_Q_S2	Q	10	2	L10_WQ_S2	2097152	2097152									
L10_QK_S2	QK	10	2	None	0	0									
L10_Softmax_S2	Softmax	10	2	None	0	0									
L10_SV_S2	SV	10	2	None	0	0									
L10_O_S2	O	10	2	L10_WO_S2	2097152	2097152									
L10_Q_S3	Q	10	3	L10_WQ_S3	2097152	2097152									
L10_QK_S3	QK	10	3	None	0	0									
L10_Softmax_S3	Softmax	10	3	None	0	0									
L10_SV_S3	SV	10	3	None	0	0									
L10_O_S3	O	10	3	L10_WO_S3	2097152	2097152									
L10_Q_S4	Q	10	4	L10_WQ_S4	2097152	2097152									
L10_QK_S4	QK	10	4	None	0	0									
L10_Softmax_S4	Softmax	10	4	None	0	0									
L10_SV_S4	SV	10	4	None	0	0									
L10_O_S4	O	10	4	L10_WO_S4	2097152	2097152									
L10_Q_S5	Q	10	5	L10_WQ_S5	2097152	2097152									
L10_QK_S5	QK	10	5	None	0	0									
L10_Softmax_S5	Softmax	10	5	None	0	0									
L10_SV_S5	SV	10	5	None	0	0									
L10_O_S5	O	10	5	L10_WO_S5	2097152	2097152									
L10_Q_S6	Q	10	6	L10_WQ_S6	2097152	2097152									
L10_QK_S6	QK	10	6	None	0	0									
L10_Softmax_S6	Softmax	10	6	None	0	0									
L10_SV_S6	SV	10	6	None	0	0									
L10_O_S6	O	10	6	L10_WO_S6	2097152	2097152									
L10_Q_S7	Q	10	7	L10_WQ_S7	2097152	2097152									
L10_QK_S7	QK	10	7	None	0	0									
L10_Softmax_S7	Softmax	10	7	None	0	0									
L10_SV_S7	SV	10	7	None	0	0									
L10_O_S7	O	10	7	L10_WO_S7	2097152	2097152									
L10_O_allreduce	AllReduce	10	None	None	0	0									
L10_Add1	Add	10	None	None	0	0									
L10_LN2	LN	10	None	None	0	0									
L10_FFN_W1_S0	FFN_W1	10	None	L10_W1_S0	5636096	5636096									
L10_FFN_W3_S0	FFN_W3	10	None	L10_W3_S0	5636096	5636096									
L10_Act_S0	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S0	FFN_W2	10	None	L10_W2_S0	5636096	5636096									
L10_FFN_W1_S1	FFN_W1	10	None	L10_W1_S1	5636096	5636096									
L10_FFN_W3_S1	FFN_W3	10	None	L10_W3_S1	5636096	5636096									
L10_Act_S1	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S1	FFN_W2	10	None	L10_W2_S1	5636096	5636096									
L10_FFN_W1_S2	FFN_W1	10	None	L10_W1_S2	5636096	5636096									
L10_FFN_W3_S2	FFN_W3	10	None	L10_W3_S2	5636096	5636096									
L10_Act_S2	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S2	FFN_W2	10	None	L10_W2_S2	5636096	5636096									
L10_FFN_W1_S3	FFN_W1	10	None	L10_W1_S3	5636096	5636096									
L10_FFN_W3_S3	FFN_W3	10	None	L10_W3_S3	5636096	5636096									
L10_Act_S3	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S3	FFN_W2	10	None	L10_W2_S3	5636096	5636096									
L10_FFN_W1_S4	FFN_W1	10	None	L10_W1_S4	5636096	5636096									
L10_FFN_W3_S4	FFN_W3	10	None	L10_W3_S4	5636096	5636096									
L10_Act_S4	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S4	FFN_W2	10	None	L10_W2_S4	5636096	5636096									
L10_FFN_W1_S5	FFN_W1	10	None	L10_W1_S5	5636096	5636096									
L10_FFN_W3_S5	FFN_W3	10	None	L10_W3_S5	5636096	5636096									
L10_Act_S5	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S5	FFN_W2	10	None	L10_W2_S5	5636096	5636096									
L10_FFN_W1_S6	FFN_W1	10	None	L10_W1_S6	5636096	5636096									
L10_FFN_W3_S6	FFN_W3	10	None	L10_W3_S6	5636096	5636096									
L10_Act_S6	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S6	FFN_W2	10	None	L10_W2_S6	5636096	5636096									
L10_FFN_W1_S7	FFN_W1	10	None	L10_W1_S7	5636096	5636096									
L10_FFN_W3_S7	FFN_W3	10	None	L10_W3_S7	5636096	5636096									
L10_Act_S7	SwiGLU	10	None	None	0	0									
L10_FFN_W2_S7	FFN_W2	10	None	L10_W2_S7	5636096	5636096									
L10_FFN_allreduce	AllReduce	10	None	None	0	0									
L10_Add2	Add	10	None	None	0	0									
L11_LN1	LN	11	None	None	0	0									
L11_X	Identity	11	None	None	0	0									
L11_K_S0	K	11	0	L11_WK_S0	2097152	2097152									
L11_V_S0	V	11	0	L11_WV_S0	2097152	2097152									
L11_K_S1	K	11	1	L11_WK_S1	2097152	2097152									
L11_V_S1	V	11	1	L11_WV_S1	2097152	2097152									
L11_K_S2	K	11	2	L11_WK_S2	2097152	2097152									
L11_V_S2	V	11	2	L11_WV_S2	2097152	2097152									
L11_K_S3	K	11	3	L11_WK_S3	2097152	2097152									
L11_V_S3	V	11	3	L11_WV_S3	2097152	2097152									
L11_K_S4	K	11	4	L11_WK_S4	2097152	2097152									
L11_V_S4	V	11	4	L11_WV_S4	2097152	2097152									
L11_K_S5	K	11	5	L11_WK_S5	2097152	2097152									
L11_V_S5	V	11	5	L11_WV_S5	2097152	2097152									
L11_K_S6	K	11	6	L11_WK_S6	2097152	2097152									
L11_V_S6	V	11	6	L11_WV_S6	2097152	2097152									
L11_K_S7	K	11	7	L11_WK_S7	2097152	2097152									
L11_V_S7	V	11	7	L11_WV_S7	2097152	2097152									
L11_K_write_S0	K_write	11	0	None	0	0									
L11_V_write_S0	V_write	11	0	None	0	0									
L11_K_write_S1	K_write	11	1	None	0	0									
L11_V_write_S1	V_write	11	1	None	0	0									
L11_K_write_S2	K_write	11	2	None	0	0									
L11_V_write_S2	V_write	11	2	None	0	0									
L11_K_write_S3	K_write	11	3	None	0	0									
L11_V_write_S3	V_write	11	3	None	0	0									
L11_K_write_S4	K_write	11	4	None	0	0									
L11_V_write_S4	V_write	11	4	None	0	0									
L11_K_write_S5	K_write	11	5	None	0	0									
L11_V_write_S5	V_write	11	5	None	0	0									
L11_K_write_S6	K_write	11	6	None	0	0									
L11_V_write_S6	V_write	11	6	None	0	0									
L11_K_write_S7	K_write	11	7	None	0	0									
L11_V_write_S7	V_write	11	7	None	0	0									
L11_Q_S0	Q	11	0	L11_WQ_S0	2097152	2097152									
L11_QK_S0	QK	11	0	None	0	0									
L11_Softmax_S0	Softmax	11	0	None	0	0									
L11_SV_S0	SV	11	0	None	0	0									
L11_O_S0	O	11	0	L11_WO_S0	2097152	2097152									
L11_Q_S1	Q	11	1	L11_WQ_S1	2097152	2097152									
L11_QK_S1	QK	11	1	None	0	0									
L11_Softmax_S1	Softmax	11	1	None	0	0									
L11_SV_S1	SV	11	1	None	0	0									
L11_O_S1	O	11	1	L11_WO_S1	2097152	2097152									
L11_Q_S2	Q	11	2	L11_WQ_S2	2097152	2097152									
L11_QK_S2	QK	11	2	None	0	0									
L11_Softmax_S2	Softmax	11	2	None	0	0									
L11_SV_S2	SV	11	2	None	0	0									
L11_O_S2	O	11	2	L11_WO_S2	2097152	2097152									
L11_Q_S3	Q	11	3	L11_WQ_S3	2097152	2097152									
L11_QK_S3	QK	11	3	None	0	0									
L11_Softmax_S3	Softmax	11	3	None	0	0									
L11_SV_S3	SV	11	3	None	0	0									
L11_O_S3	O	11	3	L11_WO_S3	2097152	2097152									
L11_Q_S4	Q	11	4	L11_WQ_S4	2097152	2097152									
L11_QK_S4	QK	11	4	None	0	0									
L11_Softmax_S4	Softmax	11	4	None	0	0									
L11_SV_S4	SV	11	4	None	0	0									
L11_O_S4	O	11	4	L11_WO_S4	2097152	2097152									
L11_Q_S5	Q	11	5	L11_WQ_S5	2097152	2097152									
L11_QK_S5	QK	11	5	None	0	0									
L11_Softmax_S5	Softmax	11	5	None	0	0									
L11_SV_S5	SV	11	5	None	0	0									
L11_O_S5	O	11	5	L11_WO_S5	2097152	2097152									
L11_Q_S6	Q	11	6	L11_WQ_S6	2097152	2097152									
L11_QK_S6	QK	11	6	None	0	0									
L11_Softmax_S6	Softmax	11	6	None	0	0									
L11_SV_S6	SV	11	6	None	0	0									
L11_O_S6	O	11	6	L11_WO_S6	2097152	2097152									
L11_Q_S7	Q	11	7	L11_WQ_S7	2097152	2097152									
L11_QK_S7	QK	11	7	None	0	0									
L11_Softmax_S7	Softmax	11	7	None	0	0									
L11_SV_S7	SV	11	7	None	0	0									
L11_O_S7	O	11	7	L11_WO_S7	2097152	2097152									
L11_O_allreduce	AllReduce	11	None	None	0	0									
L11_Add1	Add	11	None	None	0	0									
L11_LN2	LN	11	None	None	0	0									
L11_FFN_W1_S0	FFN_W1	11	None	L11_W1_S0	5636096	5636096									
L11_FFN_W3_S0	FFN_W3	11	None	L11_W3_S0	5636096	5636096									
L11_Act_S0	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S0	FFN_W2	11	None	L11_W2_S0	5636096	5636096									
L11_FFN_W1_S1	FFN_W1	11	None	L11_W1_S1	5636096	5636096									
L11_FFN_W3_S1	FFN_W3	11	None	L11_W3_S1	5636096	5636096									
L11_Act_S1	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S1	FFN_W2	11	None	L11_W2_S1	5636096	5636096									
L11_FFN_W1_S2	FFN_W1	11	None	L11_W1_S2	5636096	5636096									
L11_FFN_W3_S2	FFN_W3	11	None	L11_W3_S2	5636096	5636096									
L11_Act_S2	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S2	FFN_W2	11	None	L11_W2_S2	5636096	5636096									
L11_FFN_W1_S3	FFN_W1	11	None	L11_W1_S3	5636096	5636096									
L11_FFN_W3_S3	FFN_W3	11	None	L11_W3_S3	5636096	5636096									
L11_Act_S3	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S3	FFN_W2	11	None	L11_W2_S3	5636096	5636096									
L11_FFN_W1_S4	FFN_W1	11	None	L11_W1_S4	5636096	5636096									
L11_FFN_W3_S4	FFN_W3	11	None	L11_W3_S4	5636096	5636096									
L11_Act_S4	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S4	FFN_W2	11	None	L11_W2_S4	5636096	5636096									
L11_FFN_W1_S5	FFN_W1	11	None	L11_W1_S5	5636096	5636096									
L11_FFN_W3_S5	FFN_W3	11	None	L11_W3_S5	5636096	5636096									
L11_Act_S5	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S5	FFN_W2	11	None	L11_W2_S5	5636096	5636096									
L11_FFN_W1_S6	FFN_W1	11	None	L11_W1_S6	5636096	5636096									
L11_FFN_W3_S6	FFN_W3	11	None	L11_W3_S6	5636096	5636096									
L11_Act_S6	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S6	FFN_W2	11	None	L11_W2_S6	5636096	5636096									
L11_FFN_W1_S7	FFN_W1	11	None	L11_W1_S7	5636096	5636096									
L11_FFN_W3_S7	FFN_W3	11	None	L11_W3_S7	5636096	5636096									
L11_Act_S7	SwiGLU	11	None	None	0	0									
L11_FFN_W2_S7	FFN_W2	11	None	L11_W2_S7	5636096	5636096									
L11_FFN_allreduce	AllReduce	11	None	None	0	0									
L11_Add2	Add	11	None	None	0	0									
L12_LN1	LN	12	None	None	0	0									
L12_X	Identity	12	None	None	0	0									
L12_K_S0	K	12	0	L12_WK_S0	2097152	2097152									
L12_V_S0	V	12	0	L12_WV_S0	2097152	2097152									
L12_K_S1	K	12	1	L12_WK_S1	2097152	2097152									
L12_V_S1	V	12	1	L12_WV_S1	2097152	2097152									
L12_K_S2	K	12	2	L12_WK_S2	2097152	2097152									
L12_V_S2	V	12	2	L12_WV_S2	2097152	2097152									
L12_K_S3	K	12	3	L12_WK_S3	2097152	2097152									
L12_V_S3	V	12	3	L12_WV_S3	2097152	2097152									
L12_K_S4	K	12	4	L12_WK_S4	2097152	2097152									
L12_V_S4	V	12	4	L12_WV_S4	2097152	2097152									
L12_K_S5	K	12	5	L12_WK_S5	2097152	2097152									
L12_V_S5	V	12	5	L12_WV_S5	2097152	2097152									
L12_K_S6	K	12	6	L12_WK_S6	2097152	2097152									
L12_V_S6	V	12	6	L12_WV_S6	2097152	2097152									
L12_K_S7	K	12	7	L12_WK_S7	2097152	2097152									
L12_V_S7	V	12	7	L12_WV_S7	2097152	2097152									
L12_K_write_S0	K_write	12	0	None	0	0									
L12_V_write_S0	V_write	12	0	None	0	0									
L12_K_write_S1	K_write	12	1	None	0	0									
